,sid,filename,begin,end,transcript,description,caption,chars_query,selected_character,chars_all
4762,177-211,5539381671692122744.xml,715.03,717.03,"Yeah, man's a clown. ",,a man is talking to a woman in front of a curtain,Janine,,
4763,177-212,5539381671692122744.xml,717.04,719.0,,,a man is walking in a room with a <unk> look,Ryan,,
4764,177-213,5539381671692122744.xml,719.01,721.0,What?  He's a Grade A total idiot.,,a man is walking in a room with a woman,,,
4765,177-214,5539381671692122744.xml,721.01,725.02,"Didn't he like my ideas?  Look, just leave it with me, love.  I'll make him see sense.",,a man is walking in a room with a lot of people,Ryan,,
4766,177-215,5539381671692122744.xml,725.03,727.12,,,a man is walking in a room with a lot of people,,,
4767,177-216,5539381671692122744.xml,727.13,729.1,,,a man is walking through a store and then he stops,,,
4768,177-217,5539381671692122744.xml,729.11,729.2,,,a man is walking through a door and then falls,,,
4769,177-218,5539381671692122744.xml,729.21,741.13,Tam's not THAT hungry. ,,a man is putting food into a pan,Ryan,,
4770,177-219,5539381671692122744.xml,741.14,742.11,,,a woman is standing in a kitchen with a bottle of alcohol,,,
4771,177-220,5539381671692122744.xml,742.12,744.1,They're either going in Tam or  going in the bin. I'm closing up.,,a man is standing in a kitchen holding a bottle of wine,,,
4772,177-221,5539381671692122744.xml,744.11,746.1,,,a man is sitting at a desk and talking,,,
4773,177-222,5539381671692122744.xml,746.11,748.0,,,a person holding a cell phone in their hand,,,
4774,177-223,5539381671692122744.xml,748.01,751.09,Charlie let me have the photo.  It's lovely.,,a woman is smiling and talking to someone,Stacey,Stacey,
4775,177-224,5539381671692122744.xml,751.1,753.01,,,a man is talking to a woman and she is smiling,Janine,,
4776,177-225,5539381671692122744.xml,753.02,756.0,,,a man is talking to a woman and she is smiling,Stacey,Stacey,
4777,177-226,5539381671692122744.xml,756.01,761.06,You all right?  I want one of Bradley too. ,,a woman is talking to a man and smiling,Janine Stacey,Stacey,
4778,177-227,5539381671692122744.xml,761.07,768.17,"Then I can put it on the other side.  I don't want to forget him, Max.  Yeah, but you don't want to  live in the past, do you?",,a man is talking to a woman and she is talking,Stacey Ryan,Stacey,
4779,177-228,5539381671692122744.xml,768.18,772.16,,,a man is talking to a woman in a room,Ryan,,
4780,177-229,5539381671692122744.xml,772.17,773.18,,,a woman with long hair is smiling and talking,Stacey,Stacey,
4781,177-230,5539381671692122744.xml,773.19,776.01,,,a woman is talking to a man and he is smiling,,,
4782,177-231,5539381671692122744.xml,776.02,796.12,"Present time, is it?  I got something for you too - I'll  give it to you later at your party. Stace, give me a minute.  I've got it all planned. I thought you might.  What's that mean? Well, who needs a hen night? I thought we could have the whole  thing here. Why go somewhere else if we've got a pub to ourselves?  So you're not working today? No. Is Ryan covering?",,a woman is sitting at a desk and talking to a man,Stacey Ryan,Stacey,Stacey
4783,177-232,5539381671692122744.xml,796.13,797.13,,,a woman is walking down a runway and then turns around,,,
4784,177-233,5539381671692122744.xml,797.14,801.14,"No, Trace. He's off for a few days. ",,a woman is talking to a man and smiling,Stacey,Stacey,
4785,177-234,5539381671692122744.xml,801.15,806.03,So what you doing in here?  Getting wrecked. What?,,a man is walking away from a woman,Ryan,,
4786,177-235,5539381671692122744.xml,806.04,816.21,"Looking for Crystal.  Oh, yeah. I see what you're doing.  It's Stacey's birthday.  Which is why you sent me off  on this total waste of time? Get me out of the way?",,a woman is talking to a man and he looks away,Ryan,,
4787,177-236,5539381671692122744.xml,816.22,836.16,"What did he actually  say to you, Alfie? What didn't he say? I could  hardly get a word in edgeways. Did a big sell  on the bouillabaisse, did he? On the...what?  What about the seafood salad? Thanks, Alfie.  All right, sweetheart. Trace,  can you do me a portion of chips and a ploughman's? Lovely.",,a man is dancing in front of a television,Janine Ryan,,
4788,177-237,5539381671692122744.xml,836.17,838.14,,,a woman sitting at a table in a living room,,,
4789,177-238,5539381671692122744.xml,838.15,840.16,,,a man is dancing in a room with other people,,,
4790,177-239,5539381671692122744.xml,840.17,854.12,"You really have to talk to her,  you know. Yeah, right.",,a woman is sitting at a desk in a restaurant,Ryan,,
4791,177-240,5539381671692122744.xml,854.13,857.15,"And what am I going to say, eh?  ""OK, Ron, I can still do you  a few flowers,",,a woman is talking to a man and he is smiling,Janine,Janine,
4792,177-241,5539381671692122744.xml,857.16,859.21,,,a woman is talking to a man and he is talking to her,Stacey,,
4793,177-242,5539381671692122744.xml,859.22,862.15,"""but I'm having a bit of a problem  with the rest.""",,a woman is talking to a man and he is looking at her,Janine,Janine,
4794,177-243,5539381671692122744.xml,862.16,868.17,"Ronnie would understand.  Yes. Yes, she would,  and that's the worse part about it,",,a woman is talking to a man and he is smiling,,,
4795,177-244,5539381671692122744.xml,868.18,871.06,"I'd still have let her down.  Mum, it's the biggest day of her life  and I still won't have come through for her.",,a woman is talking to a man and he is smiling,Janine,Janine,
4796,177-245,5539381671692122744.xml,871.07,874.01,,,a woman is talking to a man and smiling,Stacey,,
4797,177-246,5539381671692122744.xml,874.02,876.18,There has got to be something ,,a woman is talking to a man while he is talking on a phone,Janine,,
4798,177-247,5539381671692122744.xml,876.19,881.12,I can do!  Pray?,,a woman is talking to a man and he is smiling,Stacey,,
4799,177-248,5539381671692122744.xml,881.13,882.24,Other than that. ,,a woman is talking to a man and he is smiling,,,
4800,177-249,5539381671692122744.xml,883.0,888.06,Buy a lottery ticket? Because I  can't think of much else myself.,,a woman is talking to a man and he looks away,Janine,,Roxy
4801,177-250,5539381671692122744.xml,888.07,889.1,,,a woman is talking to a man and he is talking to her,Janine,,
4802,177-251,5539381671692122744.xml,889.11,891.1,"Look, why don't we go  and talk to her together, eh?",,a person holding a knife and cutting a piece of paper,,,
4803,177-252,5539381671692122744.xml,891.11,893.02,,,a woman is talking to a man and he is smiling,Janine,,
4804,177-253,5539381671692122744.xml,893.03,895.24,"See what we can sort out.  Mum, are you working today? ",,a woman is kissing a man s neck,,,Roxy
4805,177-254,5539381671692122744.xml,896.0,897.02,,,a woman is talking to a man and he is smiling,Janine,,
4806,177-255,5539381671692122744.xml,897.03,898.18,Yeah. ,,a woman is talking to a man and he is smiling,,,
4807,177-256,5539381671692122744.xml,898.19,900.03,,,a person is putting a rose in a box,,,
4808,177-257,5539381671692122744.xml,900.04,901.23,,,a woman is talking to a man and he is smiling,Janine,,
4809,177-258,5539381671692122744.xml,901.24,904.24,,,a man is walking through a door and then falls,,,
4810,177-259,5539381671692122744.xml,905.0,907.16,,,a woman is walking through a door and then turns around,Ryan,,
4811,177-260,5539381671692122744.xml,907.17,908.05,,,a woman is dancing and singing in a room,Stacey,,
4812,177-261,5539381671692122744.xml,908.06,915.03,,,a man is talking to a woman and she is smiling,Ryan,,
4813,177-262,5539381671692122744.xml,915.04,915.13,,,a man is dancing and singing in a room,,,
4814,177-263,5539381671692122744.xml,915.14,916.05,,,a person in a kitchen with a sink and a stove,,,
4815,177-264,5539381671692122744.xml,916.06,919.02,,,a woman is holding a bottle of wine in her hand,,,
4816,177-265,5539381671692122744.xml,919.03,923.0,,,a man standing in a kitchen holding a pizza,Ryan,,
4817,177-266,5539381671692122744.xml,923.01,926.13,I've kept lunch warm for you. ,,a man is dancing in a room with a refrigerator,,,
4818,177-267,5539381671692122744.xml,926.14,930.24,,,a woman standing in a kitchen next to a counter,,,
4819,177-268,5539381671692122744.xml,931.0,933.04,What is that?  It's a treat.,,a plate of food with a fork and knife,,,
4820,177-269,5539381671692122744.xml,933.05,934.04,,,a man standing in a kitchen next to a refrigerator freezer,Ryan,,
4821,177-270,5539381671692122744.xml,934.05,935.19,For Jabba?  Jabba? The Hutt.,,a man is walking in a room with a <unk>,,,
4822,177-271,5539381671692122744.xml,935.2,936.24,,,a man standing in a kitchen next to a woman,,,
4823,177-272,5539381671692122744.xml,937.0,938.17,,,a man is walking in a room with a <unk>,Ryan,,
4824,177-273,5539381671692122744.xml,938.18,940.1,The ugliest being in all creation. ,,a man standing in a kitchen next to a woman,Ryan,,
4825,177-274,5539381671692122744.xml,940.11,941.2,,,a man is dancing in front of a door,,,
4826,177-275,5539381671692122744.xml,941.21,942.2,,,a man standing in a kitchen next to a woman,Ryan,,
4827,177-276,5539381671692122744.xml,942.21,944.03,"Oh, Jabba the Hutt!  No, no, that's not what I meant... ",,a man is walking in a room with a <unk>,,,
4828,177-277,5539381671692122744.xml,944.04,945.22,,,a man standing in a kitchen next to a woman,,,
4829,177-278,5539381671692122744.xml,945.23,948.0,Tamwar. ,,a man in a kitchen with a refrigerator and a table,Ryan,,
4830,177-279,5539381671692122744.xml,948.01,950.05,,,a man is walking in a room with a <unk>,,,
4831,177-280,5539381671692122744.xml,950.06,954.1,Thank you. ,,a man in a suit is walking away from a group of people,Ryan,,
4832,177-281,5539381671692122744.xml,954.11,955.24,,,a man is looking at a woman and smiling,Ryan,Ryan,
4833,177-282,5539381671692122744.xml,956.0,956.14,,,a man is looking at a woman and smiling,Ryan,,
4834,177-283,5539381671692122744.xml,956.15,956.2,,,a man is looking at something and then looks away,,,
4835,177-284,5539381671692122744.xml,956.21,958.02,,,a man is looking at a woman and then he looks away,Janine,,
4836,177-285,5539381671692122744.xml,958.03,961.02,,,a woman is talking to a man and he looks away,Janine Ryan,,
4837,177-286,5539381671692122744.xml,961.03,962.2,,,a woman is looking at something and smiling,,,
4838,177-287,5539381671692122744.xml,962.21,966.01,"You OK?  Why? You just seem a little bit on edge, that's all.",,a woman is talking to a man and he is smiling,Janine Ryan,,
4839,177-288,5539381671692122744.xml,966.02,967.02,I'm not the only one.  What d'you mean?,,a man is looking at something and then looks away,Ryan,,
4840,177-289,5539381671692122744.xml,967.03,968.19,,,a woman is talking to a man and smiling,Janine,,
4841,177-290,5539381671692122744.xml,968.2,981.22,"Why don't you go  and get us some coffees? The judge is going to start  in a minute. I'll give you a shout when he does.  Oh, come on. Come on, Carol's right, it won't  do you any good hanging around.",,a man is walking in a crowd and then stops,Ryan,,
4842,177-291,5539381671692122744.xml,981.23,984.02,,,a woman is looking at something and smiling,Ryan,,
4843,177-292,5539381671692122744.xml,984.03,985.21,,,a man is drinking a glass of wine,,,
4844,177-293,5539381671692122744.xml,985.22,1001.19,"What are you doing here?  Same as you. Well, I'm here to see  a maniac get locked up. And I'm here for my friend.  So she's still a friend?",,a man is kissing a woman on the forehead,,,
4845,177-294,5539381671692122744.xml,1001.2,1004.11,"After everything she's done,  she's still a mate? You've had your hair done.",,a man is looking at something and then looks away,,,
4846,177-295,5539381671692122744.xml,1004.12,1005.11,,,a woman is looking at a man and smiling,,,
4847,177-296,5539381671692122744.xml,1005.12,1006.06,,,a woman is talking to a man and he is smiling,,,
4848,177-297,5539381671692122744.xml,1006.07,1006.2,,,a man is talking to a woman and she is smiling,,,
4849,177-298,5539381671692122744.xml,1006.21,1008.02,What?  Looks different. I like it. ,,a man is talking to a woman and she is smiling,,,
4850,177-299,5539381671692122744.xml,1008.03,1008.17,,,a woman is talking to a man and he looks away,,,
4851,177-300,5539381671692122744.xml,1008.18,1011.24,,,a man is talking to a woman and she is smiling,Ryan,,
4852,177-301,5539381671692122744.xml,1012.0,1012.24,,,a man is dancing and singing in a room,,,
4853,177-302,5539381671692122744.xml,1013.0,1013.22,,,a man is talking to a woman and she is smiling,,,
4854,177-303,5539381671692122744.xml,1013.23,1018.03,"Call round, maybe.  Your so-called friend  tried to kill my brother.",,a man is kissing a woman s forehead,,,
4855,177-304,5539381671692122744.xml,1018.04,1021.0,"I don't give up on people,  you should know that by now.",,a man and a woman are kissing each other,,,
4856,177-305,5539381671692122744.xml,1021.01,1027.03,"I'm not hearing this.  I won't with Kylie, I wouldn't have with Billie. That's why I was hoping you'd call. ",,a man is talking to a woman and she is smiling,,,
4857,177-306,5539381671692122744.xml,1027.04,1029.03,You're the only person  I could talk to about him.,,a man is talking to a woman and she is smiling,,,
4858,177-307,5539381671692122744.xml,1029.04,1031.21,"Don't.  No, I'm serious.",,a man is talking to a woman and she is smiling,,,
4859,177-308,5539381671692122744.xml,1031.22,1033.0,Oi! ,,a man and a woman are walking down a hallway,Stacey,,
4860,177-309,5539381671692122744.xml,1033.01,1034.07,,,a man in a suit is walking through a room,Ryan,,
4861,177-310,5539381671692122744.xml,1034.08,1037.16,"Is he bothering you?  No.  We're just talking, that's all.",,a man is talking to a woman and she is smiling,Ryan,,
4862,177-311,5539381671692122744.xml,1037.17,1038.24,,,a man in a suit is smiling and talking,Ryan,,
4863,177-312,5539381671692122744.xml,1039.0,1040.14,"What you got to talk to my sister  about? What's he doing,",,a man is talking to a woman and she is smiling,Stacey Ryan,,
