,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
120,120,00:07:04:05,00:07:06:07,5245830105934359183.xml,121,"Yeah.  I know, darlin'. ",0.15836459398269653,0.31672918796539307
21269,21269,00:09:30:01,00:09:34:07,5274434588125702436.xml,176,And her word goes?  Never mind  she tried to kill me. Weigh that up against  what you got up to in the past. It's not that clear cut.,0.15829268097877502,0.31658536195755005
20260,20260,01:03:50:16,01:03:52:18,5271844722846213628.xml,1230,They're not yours.  You think he deserves them? It's what THEY think.,0.15826992690563202,0.31653985381126404
738,738,00:40:47:13,00:40:49:05,5245830105934359183.xml,739,"So you're not coming?  I don't wanna spend two seconds  with that slime ball, let alone drink with him.",0.15823857486248016,0.3164771497249603
7693,7693,01:00:47:14,01:00:50:16,5253646087419594905.xml,1084,"Yeah, she's got cover  at the launderette, especially.",0.15810923278331757,0.31621846556663513
22916,22916,01:40:00:21,01:40:04:22,5274434588125702436.xml,1823,"Oh, Tiff, I'm sorry. ",0.15806584060192108,0.31613168120384216
16425,16425,00:50:41:18,00:50:46:03,5266645664934403562.xml,994,You'll have me. ,0.15801361203193665,0.3160272240638733
2694,2694,00:31:52:22,00:31:54:16,5248439298566680341.xml,614,"Right, I see. ",0.15800370275974274,0.3160074055194855
15792,15792,00:18:47:04,00:18:48:13,5266645664934403562.xml,361,"I mean, Max might be scum,  but Tanya and the kids, they need our support.",0.15793931484222412,0.31587862968444824
4996,4996,00:34:56:09,00:34:58:18,5251033029316736209.xml,680,"Can't she, Archie?  I tell you what, Peggy,",0.15792980790138245,0.3158596158027649
9512,9512,00:47:26:00,00:47:28:12,5256228221757951173.xml,801,Whitney! ,0.15782473981380463,0.31564947962760925
16181,16181,00:37:06:07,00:37:07:13,5266645664934403562.xml,750,"Tanya and Jack were packed up,  ready to clear out. Jack's his brother?",0.15775267779827118,0.31550535559654236
6912,6912,00:17:39:16,00:17:45:05,5253646087419594905.xml,303,"You do?  Yeah.  You're gonna say if I lose my job  tomorrow, we'll be all right.",0.1577429622411728,0.3154859244823456
902,902,00:49:44:09,00:49:47:01,5245830105934359183.xml,903,I think we've established that.  And now she wants me to move out  all because I think his dad's black.,0.15773525834083557,0.31547051668167114
11465,11465,00:41:20:19,00:41:22:20,5258818087037440299.xml,834,"Well, come on, spit it out. ",0.15772418677806854,0.3154483735561371
8728,8728,00:01:27:22,00:01:30:24,5256228221757951173.xml,17,Got ya!  Ha! ,0.15769781172275543,0.31539562344551086
13918,13918,00:54:23:00,00:54:24:19,5264050645694159353.xml,1069,"Is Jack back for good?  Course he is, darling.",0.15767429769039154,0.3153485953807831
18855,18855,01:17:42:22,01:17:47:04,5269245838135402929.xml,1319,You weren't there Rox!  You didn't hear him! I'll get the rest of my stuff later. ,0.15764552354812622,0.31529104709625244
14741,14741,01:41:44:17,01:41:51:17,5264050645694159353.xml,1892,..and I mucked it all up. ,0.15757878124713898,0.31515756249427795
15290,15290,02:15:54:15,02:16:02:04,5264050645694159353.xml,2441,"Look, Tan.  What happened between me and Max, ",0.15753649175167084,0.3150729835033417
8465,8465,01:43:20:02,01:43:38:13,5253646087419594905.xml,1856,"Tan.  I've just spoken to Lauren.  Is she going on a dirty weekend with Peter Beale? No, Lauren and Peter are going  on a supervised activity weekend.",0.157434344291687,0.314868688583374
19426,19426,00:20:21:21,00:20:23:02,5271844722846213628.xml,396,"Look, I don't think  now's a good time, do you?",0.157374307513237,0.314748615026474
18489,18489,00:55:14:14,00:55:18:12,5269245838135402929.xml,953,And if Max dies...  her kids'll be adults by  the time she's let out.,0.15721827745437622,0.31443655490875244
18602,18602,01:02:08:06,01:02:10:01,5269245838135402929.xml,1066,"No, not really. ",0.1571878343820572,0.3143756687641144
21342,21342,00:14:17:24,00:14:22:24,5274434588125702436.xml,249,"I just wasn't expecting us  to end up here, that's all.",0.15712198615074158,0.31424397230148315
7510,7510,00:50:34:03,00:50:38:23,5253646087419594905.xml,901,"Oh, that's fantastic! ",0.15711171925067902,0.31422343850135803
18480,18480,00:55:01:02,00:55:02:05,5269245838135402929.xml,944,"'Just tell Sean he's lucky  he's got you, all right?'",0.15711037814617157,0.31422075629234314
21324,21324,00:12:27:19,00:12:34:21,5274434588125702436.xml,231,"What you gonna get her?  I dunno. What, and it's tomorrow? ",0.15706543624401093,0.31413087248802185
49,49,00:02:35:01,00:02:37:24,5245830105934359183.xml,50,"Yeah, all right, whatever,  we believe you, yeah.",0.15688230097293854,0.3137646019458771
21391,21391,00:17:32:00,00:17:35:17,5274434588125702436.xml,298,"The other week.  So hang on, you've been sneaking around with this little secret ever since?",0.15683811902999878,0.31367623805999756
20089,20089,00:55:39:14,00:55:40:04,5271844722846213628.xml,1059,Come again?  And she's coming to see you.,0.1568244844675064,0.3136489689350128
4056,4056,01:40:13:20,01:40:20:20,5248439298566680341.xml,1976,"You were bent.  You were.  It was supposed to have been a one-off, a bit of easy money.  But one thing  led to another, and by the time I wanted out, it was too late.",0.15667162835597992,0.31334325671195984
9720,9720,00:57:52:19,00:57:57:11,5256228221757951173.xml,1009,"Let's hope it don't come  to that, eh?",0.15665368735790253,0.31330737471580505
20993,20993,01:49:16:04,01:49:20:04,5271844722846213628.xml,1963,"Oh, hello, Bill, yeah... ",0.15660831332206726,0.3132166266441345
2574,2574,00:25:44:19,00:25:47:01,5248439298566680341.xml,494,She's playing Julie  in Romeo and Julie.,0.15650396049022675,0.3130079209804535
14040,14040,01:02:11:00,01:02:12:19,5264050645694159353.xml,1191,"The geezer's out of control.  No, Max, you're out of control.",0.15645752847194672,0.31291505694389343
11906,11906,01:04:13:01,01:04:15:13,5258818087037440299.xml,1275,"What, are you spying on me again?  I just happened to see the two of you together. Twice in one week?",0.15639296174049377,0.31278592348098755
11053,11053,00:20:16:03,00:20:28:04,5258818087037440299.xml,422,"I thought we agreed that  we weren't gonna tell anyone yet? What, even them?",0.15631802380084991,0.31263604760169983
2123,2123,00:02:37:19,00:02:40:14,5248439298566680341.xml,43,Whit...  What?  Liam's been farting so I'm coming back with you.,0.15613599121570587,0.31227198243141174
22791,22791,01:32:49:22,01:32:52:10,5274434588125702436.xml,1698,"Right, well...I'll see myself out. ",0.15603822469711304,0.3120764493942261
2951,2951,00:45:04:01,00:45:08:19,5248439298566680341.xml,871,"So, this kid...Bernadette...  She even went to Abi's party. I'm talking to Abi.",0.1558934450149536,0.3117868900299072
21303,21303,00:11:27:01,00:11:38:07,5274434588125702436.xml,210,No.  No. ,0.15571190416812897,0.31142380833625793
20437,20437,01:13:36:23,01:13:40:12,5271844722846213628.xml,1407,"Amy needs a father.  Yes, she does.",0.15570421516895294,0.3114084303379059
15841,15841,00:21:22:05,00:21:26:00,5266645664934403562.xml,410,"Does no-one give a monkey's  any more? Of course we do,  but it's Max we're talking about. It's not as if anybody likes him.",0.15558630228042603,0.31117260456085205
15054,15054,02:01:19:21,02:01:30:23,5264050645694159353.xml,2205,"What?  And after that you'll be back for your holidays. You haven't listened to  a word I've said, have you? I'm still cancelling my  application to Oxford and I'm still going away with Darren.",0.15542766451835632,0.31085532903671265
7156,7156,00:31:55:16,00:32:02:05,5253646087419594905.xml,547,"No, it's all right.  I'll come back.  Mo? ",0.1553090512752533,0.3106181025505066
9551,9551,00:48:51:23,00:48:54:14,5256228221757951173.xml,840,"Peggy, can you just give us a  minute darling? What's she said?",0.15526093542575836,0.3105218708515167
19718,19718,00:35:57:19,00:36:00:05,5271844722846213628.xml,688,"Archie did call him, y'know.  So he says. Yeah, well, that's typical Sean, isn't it?",0.15523633360862732,0.31047266721725464
16804,16804,01:14:17:01,01:14:18:18,5266645664934403562.xml,1373,"Ah, here she is. ",0.15521293878555298,0.31042587757110596
3010,3010,00:47:56:01,00:47:59:04,5248439298566680341.xml,930,Bianca tells me you had  a drink with Ricky lunchtime.,0.15520556271076202,0.31041112542152405
2367,2367,00:15:15:15,00:15:17:16,5248439298566680341.xml,287,"Yeah, Tony's lovely, ain't he. ",0.15517109632492065,0.3103421926498413
15021,15021,01:58:36:10,01:58:42:01,5264050645694159353.xml,2172,This always happens.  I've a good mind to get it cut off  and dyed an' all.  I'm sick of it!,0.15514017641544342,0.31028035283088684
20571,20571,01:21:54:22,01:21:56:05,5271844722846213628.xml,1541,She's called Amy?  Yeah.,0.15508145093917847,0.31016290187835693
1207,1207,01:06:23:09,01:06:27:11,5245830105934359183.xml,1208,"Moving out?  Bianca thinks it's gonna be a bit  weird, you know, when Tony's around.",0.1549280434846878,0.3098560869693756
19402,19402,00:19:32:12,00:19:33:03,5271844722846213628.xml,372,It's a shame. ,0.1548839807510376,0.3097679615020752
21423,21423,00:19:12:22,00:19:16:09,5274434588125702436.xml,330,"I promised Tanya I'd take care of  them. Well, here's the news.  They got a father as well as a mother.",0.15487302839756012,0.30974605679512024
12672,12672,01:48:03:11,01:48:04:18,5258818087037440299.xml,2041,It don't make any sense.  All this skulking around. What are you saying?,0.15487152338027954,0.3097430467605591
17221,17221,01:37:08:01,01:37:09:09,5266645664934403562.xml,1790,Talk about headstrong.  You couldn't tell my Sam anything.,0.15484420955181122,0.30968841910362244
16015,16015,00:29:17:11,00:29:20:13,5266645664934403562.xml,584,Do you really think she didn't see  who it was? She says she didn't.,0.15481223165988922,0.30962446331977844
215,215,00:13:43:12,00:13:44:01,5245830105934359183.xml,216,Maybe it is all over.  Maybe I have changed.,0.15471284091472626,0.3094256818294525
22070,22070,00:54:46:13,00:54:48:19,5274434588125702436.xml,977,After Jack... ,0.15470004081726074,0.3094000816345215
7599,7599,00:55:45:23,00:55:47:22,5253646087419594905.xml,990,"Bought off?  Gotta say, I'm flattered you're so threatened by me.",0.1546955406665802,0.3093910813331604
19319,19319,00:14:32:17,00:14:35:14,5271844722846213628.xml,289,"Listen, you will be.  You will be. ",0.15468178689479828,0.30936357378959656
19361,19361,00:17:28:16,00:17:36:05,5271844722846213628.xml,331,"No, I can't do it any more!  Come on, Roxy, you are doing really  well. I promise, you're almost there.",0.15464963018894196,0.3092992603778839
12227,12227,01:20:06:16,01:20:09:16,5258818087037440299.xml,1596,"Look, you can't hold on to  Roxy forever. Not Roxy.",0.15444891154766083,0.30889782309532166
20805,20805,01:35:41:18,01:35:47:05,5271844722846213628.xml,1775,"Yes, she does.  Right then, um... ",0.154434934258461,0.308869868516922
10278,10278,01:31:43:20,01:31:46:06,5256228221757951173.xml,1567,"Jay, listen mate, you can't  come and live with me today.",0.15441352128982544,0.3088270425796509
16615,16615,01:02:14:23,01:02:18:15,5266645664934403562.xml,1184,I can see where Jane gets her  material from.,0.15428878366947174,0.3085775673389435
5754,5754,01:14:03:09,01:14:08:16,5251033029316736209.xml,1438,"Why's that then?  Libby's busy, and Jane's taking Dad  to see some physiotherapist or something,",0.15427497029304504,0.3085499405860901
13173,13173,00:15:45:19,00:15:47:10,5264050645694159353.xml,324,"I don't think I can do it.  What? I'm not good enough, Mum.  I'm sorry.",0.15422578155994415,0.3084515631198883
18182,18182,00:36:06:18,00:36:08:11,5269245838135402929.xml,646,Careful.  You sound like  you're still in love with him.,0.15410256385803223,0.30820512771606445
13466,13466,00:30:46:12,00:30:50:17,5264050645694159353.xml,617,"Look, you'll get over this, Darren.  Yeah?  What about Libby?",0.1540706753730774,0.3081413507461548
7337,7337,00:41:49:03,00:41:51:00,5253646087419594905.xml,728,"I'm sorry, Lauren.  I've made my decision.",0.1540614664554596,0.3081229329109192
4512,4512,00:09:37:03,00:09:38:14,5251033029316736209.xml,196,"No, we're still waiting  for today's delivery... Oh.",0.15405918657779694,0.30811837315559387
4639,4639,00:16:31:22,00:16:35:02,5251033029316736209.xml,323,"That ain't gonna happen, all right?  Trust me.  But she thinks she's got a future with you.  Course she does.",0.1539922058582306,0.3079844117164612
20096,20096,00:55:52:06,00:55:54:17,5271844722846213628.xml,1066,"Who's got the best son  in the world, eh?",0.15390969812870026,0.3078193962574005
15292,15292,02:16:10:17,02:16:14:14,5264050645694159353.xml,2443,"What?  I wouldn't be surprised if he threw himself in front of that car,",0.15358313918113708,0.30716627836227417
14857,14857,01:49:45:08,01:49:54:05,5264050645694159353.xml,2008,"Lauren, Oscar, Bradley.  You're my special girl.  You know that, don't you?",0.15349118411540985,0.3069823682308197
6268,6268,01:39:00:23,01:39:02:16,5251033029316736209.xml,1952,"Well, that went well, didn't it? ",0.15348245203495026,0.3069649040699005
153,153,00:09:31:10,00:09:45:06,5245830105934359183.xml,154,"You can get that thought  out of your head. Which one?  The mucky one. So am I gonna get to play  football on Thursday, or what? You want a game?  Yeah, why not? I've got a full team.  You could dump  either Garry or Minty. But I asked them when we were  on our hols, now Clare's gone and Billy's unavailable.",0.15340016782283783,0.30680033564567566
22585,22585,01:22:24:10,01:22:26:07,5274434588125702436.xml,1492,"Just come home, Lauren, all right? ",0.15335027873516083,0.30670055747032166
9131,9131,00:23:27:16,00:23:29:24,5256228221757951173.xml,420,They're back together.  Oh.  You look fantastic.  It's good to see you. Are you back for here for long?,0.15326917171478271,0.30653834342956543
20343,20343,01:08:35:00,01:08:38:00,5271844722846213628.xml,1313,"That's not right, sweetheart.  But it is.",0.1532454639673233,0.3064909279346466
8179,8179,01:28:25:16,01:28:27:03,5253646087419594905.xml,1570,"You all right, Lauren? ",0.15313251316547394,0.3062650263309479
630,630,00:35:28:07,00:35:29:13,5245830105934359183.xml,631,I just thought he was black  because he's Morgan's dad.,0.1531084179878235,0.306216835975647
12014,12014,01:08:51:14,01:08:55:00,5258818087037440299.xml,1383,"Oh, come on, Charlie.  After what  that girl's been through,",0.15310317277908325,0.3062063455581665
11099,11099,00:22:01:04,00:22:03:06,5258818087037440299.xml,468,"MUSIC: ""It's Raining Men""  by The Weather Girls",0.15305420756340027,0.30610841512680054
941,941,00:52:04:05,00:52:06:05,5245830105934359183.xml,942,Look who she's invited.  It's like  she wants it to kick off.,0.15297521650791168,0.30595043301582336
18943,18943,01:22:23:24,01:22:26:15,5269245838135402929.xml,1407,"Look, she's going.  Brenda, wait a minute!  I'm coming. ",0.1529015302658081,0.3058030605316162
17596,17596,00:02:32:12,00:02:35:12,5269245838135402929.xml,60,So you're still a member of  the twin and pearl brigade?,0.15290148556232452,0.30580297112464905
12235,12235,01:20:33:24,01:20:40:18,5258818087037440299.xml,1604,"Has he hurt ya?  Just go! No!  Right, not until  you tell me, come on.",0.15287645161151886,0.3057529032230377
12470,12470,01:37:06:14,01:37:07:21,5258818087037440299.xml,1839,"Come on, you two.  We're waiting! ",0.15284010767936707,0.30568021535873413
1593,1593,01:25:21:18,01:25:22:18,5245830105934359183.xml,1594,"All right, I'll tell you.  But you  mustn't breathe a word to anyone, OK? Yeah.",0.15278096497058868,0.30556192994117737
